replies_count,retweets_count,likes_count,n_hashtag,tweet_count,volume,high_low_subs,open,label
2.0,3.0,15.0,3,3,101.92076999999999,0.33999999999999986,31.46,1
58.0,140.0,488.0,4,4,6.181898,0.23999999999999844,31.75,1
1.0,0.0,7.0,1,1,518.12853,0.5100000000000016,31.91,1
11.0,2.0,25.0,5,5,263.979079,0.46000000000000085,31.54,1
12.0,91.0,235.0,14,4,116.580878,0.46000000000000085,31.16,1
1.0,2.0,14.0,1,1,565.4142826,0.379999999999999,30.78,1
19.0,24.0,165.0,1,1,3.3630769999999997,0.0799999999999983,30.79,1
9.0,17.0,58.0,25,5,26.459735,0.2799999999999976,30.71,1
3.0,3.0,18.0,4,4,470.8574334,0.8399999999999999,30.99,1
6.0,23.0,115.0,64,9,585.564205,0.2699999999999996,30.51,1
5.0,9.0,43.0,3,3,42.71412402,0.0799999999999983,30.49,1
8.0,16.0,86.0,22,4,617.885336,0.610000000000003,30.51,1
0.0,0.0,0.0,0,0,0.0,0.0,30.85,1
4.0,10.0,40.0,4,4,0.12909400000000001,0.10999999999999943,30.85,1
0.0,0.0,0.0,0,0,4.09569,0.15000000000000213,30.77,1
2.0,1.0,10.0,3,3,0.63789499,0.16000000000000014,30.7,1
0.0,7.0,23.0,1,1,590.7572769999999,0.28999999999999915,30.58,1
14.0,14.0,68.0,2,2,43.726056,0.08000000000000185,30.62,1
1.0,2.0,10.0,1,1,334.169803,0.2799999999999976,30.54,1
3.0,1.0,9.0,2,2,83.37836800000001,0.019999999999999574,30.31,1
0.0,8.0,14.0,1,1,3.571939,0.08999999999999986,30.33,1
6.0,10.0,37.0,1,1,169.543482,0.28999999999999915,30.34,1
44.0,54.0,350.0,6,4,90.59937099999999,0.4200000000000017,30.25,1
4.0,9.0,56.0,12,3,513.444028,0.8000000000000007,30.4,1
8.0,1.0,47.0,1,1,45.127082,0.39000000000000057,31.03,1
6.0,1.0,8.0,33,5,307.89793,0.5700000000000003,31.37,1
5.0,8.0,34.0,2,2,771.802509,0.370000000000001,31.82,1
3.0,0.0,38.0,3,3,619.4857026000001,0.5,31.76,1
7.0,16.0,75.0,10,6,7238.100929000001,3.030000000000001,31.91,1
9.0,3.0,22.0,5,5,363.7003561,1.0,33.5,1
3.0,10.0,22.0,35,3,233.13570499999997,0.7000000000000028,33.53,1
3.0,3.0,20.0,21,5,1316.849018,0.6499999999999986,33.05,1
3.0,5.0,32.0,2,2,768.550279,0.3200000000000003,32.98,1
46.0,28.0,253.0,44,5,329.630781,0.6900000000000048,32.8,1
10.0,15.0,81.0,5,5,67.399625,0.3100000000000023,33.21,1
4.0,0.0,9.0,3,3,1214.806663,0.740000000000002,32.97,1
5.0,4.0,19.0,3,3,170.049939,0.38999999999999346,33.51,1
1.0,1.0,11.0,1,1,1777.502247,0.5399999999999991,33.54,1
1.0,1.0,2.0,16,1,812.3798168,0.9500000000000028,33.88,1
3.0,0.0,3.0,1,1,657.849756,0.5799999999999983,34.57,1
7.0,3.0,14.0,18,3,151.806479,0.5799999999999983,34.4,1
0.0,2.0,3.0,1,1,112.875676,0.5,33.82,1
0.0,0.0,0.0,0,0,235.717158,0.4200000000000017,33.62,1
7.0,2.0,10.0,5,5,110.455712,0.259999999999998,33.72,1
6.0,0.0,8.0,5,5,0.28045,0.0899999999999963,33.98,1
5.0,3.0,25.0,7,6,877.1625210000001,0.7100000000000009,33.89,1
4.0,1.0,10.0,4,3,144.09606000000002,0.740000000000002,34.6,1
0.0,0.0,0.0,0,0,302.062468,0.46999999999999886,33.86,1
31.0,40.0,300.0,6,6,435.66963,0.35999999999999943,33.91,1
4.0,1.0,3.0,2,2,421.23647300000005,1.1899999999999977,33.93,1
23.0,26.0,156.0,13,13,1246.67,1.0399999999999991,35.02,1
9.0,33.0,119.0,16,8,1320.8491980000001,0.759999999999998,35.48,1
5.0,1.0,12.0,26,4,858.0730674,1.5700000000000003,35.18,1
5.0,5.0,32.0,21,6,1299.233964,0.9000000000000057,36.35,1
11.0,3.0,51.0,9,7,780.475779,0.4200000000000017,35.8,1
2.0,6.0,18.0,6,4,4.603109,0.4200000000000017,35.96,1
9.0,13.0,55.0,12,9,187.304806,0.509999999999998,35.78,1
0.0,0.0,0.0,0,0,427.20681900000005,0.6000000000000014,35.42,1
2.0,2.0,31.0,2,2,328.950304,0.5399999999999991,34.99,1
2.0,1.0,11.0,18,2,215.61262599999998,0.6299999999999955,35.41,1
0.0,2.0,2.0,9,1,194.567556,0.28999999999999915,34.94,1
0.0,0.0,0.0,0,0,144.80279,0.21000000000000085,34.99,1
0.0,3.0,5.0,2,1,2701.987655,1.1099999999999994,35.2,1
0.0,0.0,0.0,0,0,656.882649,1.0399999999999991,35.92,1
0.0,0.0,0.0,0,0,82.58976019,0.44000000000000483,35.49,1
3.0,0.0,4.0,2,2,29.509835,0.21000000000000085,35.05,1
0.0,0.0,0.0,0,0,67.697365,0.14000000000000057,35.18,1
0.0,0.0,0.0,0,0,5.816848,0.00999999999999801,35.32,1
2.0,0.0,9.0,3,2,61.791945,0.12999999999999545,35.31,1
1.0,13.0,37.0,3,2,0.76107665,0.1599999999999966,35.36,1
2.0,1.0,4.0,2,2,189.02471200000002,0.23000000000000398,35.2,1
0.0,8.0,17.0,8,1,98.553064,0.01999999999999602,35.08,1
0.0,12.0,13.0,3,1,9.520417,0.25,35.06,1
3.0,1.0,16.0,18,3,143.422453,0.39000000000000057,35.27,1
3.0,1.0,21.0,2,2,152.88772600000001,0.39000000000000057,35.45,1
5.0,25.0,98.0,29,4,34.416071,0.14999999999999858,35.29,1
7.0,3.0,39.0,7,5,2886.847323,0.9600000000000009,35.17,1
8.0,3.0,7.0,4,2,83.165048,0.269999999999996,35.12,1
3.0,1.0,7.0,2,2,78.11053299999999,0.10999999999999943,35.13,1
3.0,0.0,11.0,3,3,113.592132,0.14000000000000057,35.24,1
11.0,39.0,151.0,3,3,144.68594869999998,0.1600000000000037,35.36,1
5.0,3.0,25.0,6,5,443.9008,0.29999999999999716,35.51,1
2.0,22.0,48.0,5,2,394.56032999999996,0.3299999999999983,35.54,1
2.0,1.0,18.0,2,2,19.39420681,0.13000000000000256,35.59,1
1.0,2.0,12.0,2,2,364.499124,0.5200000000000031,35.59,1
0.0,3.0,9.0,3,1,299.837394,0.14999999999999858,35.19,1
0.0,0.0,0.0,0,0,98.679068,0.17999999999999972,35.11,1
2.0,2.0,13.0,2,2,194.132489,0.22999999999999687,35.0,1
3.0,7.0,21.0,2,2,81.690111,0.240000000000002,34.77,1
1.0,1.0,2.0,1,1,736.6789679999999,0.4199999999999946,34.64,1
0.0,0.0,0.0,0,0,166.66116599999998,0.23000000000000398,34.79,1
0.0,0.0,0.0,0,0,591.089754,0.37999999999999545,34.85,1
3.0,0.0,4.0,3,3,1298.075441,1.0500000000000043,34.95,1
2.0,0.0,2.0,2,2,1238.368397,1.0899999999999963,35.59,1
3.0,1.0,32.0,3,1,563.783758,0.36999999999999744,36.1,1
14.0,12.0,43.0,17,5,3423.321908,1.3699999999999974,36.25,1
7.0,2.0,13.0,5,4,2020.725885,0.5399999999999991,37.21,1
9.0,11.0,100.0,12,7,1743.4153219999998,0.7800000000000011,36.74,1
8.0,32.0,91.0,5,5,313.322993,0.8800000000000026,37.24,1
0.0,0.0,0.0,0,0,1143.176823,0.6499999999999986,36.79,1
35.0,123.0,434.0,105,12,848.18618,0.7000000000000028,36.83,1
3.0,1.0,8.0,6,3,1163.398567,0.6900000000000048,36.9,1
14.0,28.0,134.0,30,15,2759.11539,0.759999999999998,37.49,1
18.0,35.0,201.0,15,12,495.6235,0.269999999999996,37.95,1
11.0,14.0,65.0,18,8,303.875986,0.4899999999999949,38.04,1
5.0,3.0,14.0,4,4,1072.824726,0.509999999999998,38.25,1
7.0,13.0,42.0,4,4,1.042622,0.3299999999999983,37.86,1
14.0,8.0,105.0,3,3,608.558169,0.6099999999999994,37.89,1
41.0,16.0,50.0,8,7,649.8782993,0.740000000000002,38.25,1
12.0,4.0,36.0,23,7,1103.217027,0.7800000000000011,38.88,1
1.0,2.0,8.0,6,2,2322.4902,0.730000000000004,39.4,1
9.0,5.0,49.0,15,8,1716.2646920000002,1.3500000000000014,39.76,1
6.0,1.0,69.0,3,3,2432.667649,1.9299999999999997,41.0,1
28.0,21.0,297.0,33,13,3802.505842,1.8900000000000006,42.64,1
9.0,6.0,57.0,7,5,716.96689,0.9600000000000009,41.79,1
28.0,2.0,32.0,9,5,944.1088470000001,0.6300000000000026,42.39,1
4.0,8.0,49.0,12,6,1681.666576,0.3400000000000034,42.18,1
10.0,13.0,66.0,21,9,1907.387293,1.3500000000000014,42.11,1
3.0,3.0,24.0,4,4,832.047667,0.9499999999999957,41.69,1
3.0,4.0,10.0,5,4,1005.201659,1.1700000000000017,42.34,1
14.0,12.0,82.0,57,13,1861.680756,1.5600000000000023,43.0,1
7.0,3.0,57.0,6,6,1094.0208710000002,0.6699999999999946,42.31,1
22.0,41.0,311.0,28,19,2715.406165,3.1799999999999997,42.92,1
17.0,30.0,153.0,30,11,2013.4429260000002,1.5899999999999963,44.5,1
48.0,52.0,210.0,13,12,2829.270928,3.3299999999999983,44.48,1
11.0,35.0,135.0,42,11,4087.194815,1.8800000000000026,44.21,1
10.0,9.0,60.0,11,9,1018.390626,1.6199999999999974,43.3,1
15.0,3.0,36.0,9,9,505.48939299999995,0.8300000000000054,42.48,1
2.0,1.0,18.0,2,2,102.694742,0.7299999999999969,42.78,1
2.0,10.0,26.0,3,3,1223.450826,2.009999999999998,42.43,1
2.0,11.0,46.0,4,4,86.38343077,1.3299999999999983,42.64,1
22.0,16.0,101.0,7,7,1870.105086,1.3500000000000014,43.52,1
49.0,41.0,406.0,53,26,7014.789715000001,15.030000000000001,43.89,1
11.0,10.0,101.0,10,10,4928.074725,4.590000000000003,54.7,0
37.0,33.0,223.0,12,9,1305.476725,1.6199999999999974,53.23,0
8.0,2.0,18.0,5,5,2400.84476,2.529999999999994,52.62,0
9.0,12.0,28.0,26,6,3582.6796560000003,4.969999999999999,51.2,0
3.0,1.0,1.0,9,2,5499.086072,3.019999999999996,47.09,1
2.0,0.0,0.0,1,1,3943.773478,4.199999999999996,48.6,1
1.0,0.0,3.0,1,1,1743.404414,1.740000000000002,50.61,1
7.0,4.0,38.0,17,8,1208.873881,1.1900000000000048,49.46,1
2.0,9.0,66.0,6,2,1558.6085369999998,3.5,49.56,1
1.0,2.0,23.0,13,3,1721.0725100000002,1.8599999999999994,52.28,1
4.0,4.0,37.0,10,4,173.795458,0.9500000000000028,51.64,1
11.0,13.0,136.0,14,8,5606.303122,5.109999999999999,51.24,1
5.0,14.0,91.0,7,7,1438.243443,1.8800000000000026,54.93,0
7.0,5.0,35.0,12,7,1036.611057,3.1300000000000026,54.13,0
1.0,2.0,44.0,1,1,728.492299,2.0600000000000023,51.81,1
7.0,8.0,34.0,4,3,4051.188354,4.399999999999999,50.1,1
17.0,13.0,16.0,46,5,2206.721664,1.8399999999999963,53.99,1
23.0,6.0,79.0,14,7,700.837718,1.519999999999996,53.0,1
20.0,40.0,156.0,11,10,928.343976,0.5700000000000003,52.41,1
28.0,35.0,203.0,10,7,1061.739243,1.9500000000000028,52.25,1
18.0,39.0,129.0,6,6,2586.430125,2.1400000000000006,52.92,1
23.0,45.0,297.0,22,17,2440.975092,2.940000000000005,53.96,1
15.0,15.0,96.0,35,7,528.679619,1.5499999999999972,55.5,1
4.0,3.0,12.0,3,3,697.868793,2.8799999999999955,54.94,1
4.0,34.0,61.0,15,5,1922.598126,3.3500000000000014,53.78,1
1.0,0.0,2.0,1,1,570.060378,1.7000000000000028,51.7,1
1.0,0.0,1.0,1,1,4525.950366,2.3800000000000026,50.0,1
0.0,8.0,29.0,1,1,1003.057007,2.3299999999999983,48.9,1
0.0,0.0,19.0,1,1,1031.658721,1.8099999999999952,50.74,1
2.0,0.0,1.0,18,1,274.669654,1.2899999999999991,51.39,1
2.0,5.0,48.0,2,2,547.2544952000001,2.219999999999999,50.68,1
6.0,2.0,27.0,24,2,508.84285300000005,0.9399999999999977,49.2,1
6.0,2.0,42.0,1,1,683.0156099999999,0.5,49.38,1
7.0,1.0,8.0,2,2,496.281187,0.75,49.35,1
4.0,32.0,76.0,1,1,860.0214970000001,2.1400000000000006,49.32,1
4.0,3.0,20.0,9,4,423.491966,0.759999999999998,51.46,1
9.0,12.0,55.0,5,4,185.478722,1.9399999999999977,50.72,1
2.0,1.0,9.0,4,2,69.358537,1.1400000000000006,48.8,1
4.0,9.0,52.0,8,7,134.042451,0.8699999999999974,48.86,1
